,lemma,pos,synset_cnt,p_cnt,ptr_symbol,sense_cnt,tagsense_cnt,synset_offset
2245,lawlessly,r,1,2,"['!', '\\']",1,0,['00154536']
2246,laxly,r,1,1,\,1,0,00387254
2247,lazily,r,2,1,['\\'],2,1,"['00387525', '00361781']"
2248,learnedly,r,1,1,\,1,0,00330337
2249,least,r,1,1,!,1,1,00111758
2250,least_of_all,r,1,0,[],1,1,['00111910']
2251,leastways,r,1,1,;,1,0,00104661
2252,leastwise,r,1,1,;,1,0,00104661
2253,leeward,r,1,1,!,1,0,00095195
2254,left,r,1,1,!,1,1,00387666
2255,legally,r,2,1,['\\'],2,2,"['00251820', '00124611']"
2256,legato,r,1,1,!,1,0,00387983
2257,legibly,r,1,2,"['!', '\\']",1,0,['00362276']
2258,legislatively,r,1,1,\,1,0,00129324
2259,legitimately,r,2,2,"['!', '\\']",2,1,"['00363218', '00362831']"
2260,leisurely,r,1,1,\,1,1,00104990
2261,lengthily,r,1,1,\,1,1,00065575
2262,lengthways,r,1,0,[],1,0,['00388209']
2263,lengthwise,r,1,0,[],1,1,['00388209']
2264,leniently,r,1,1,\,1,0,00387254
2265,lento,r,1,0,[],1,0,['00388494']
2266,less,r,2,1,['!'],2,2,"['00099527', '00099868']"
2267,let_alone,r,1,0,[],1,1,['00063369']
2268,lethargically,r,1,1,\,1,0,00388590
2269,lewdly,r,1,1,\,1,0,00388747
2270,lexically,r,1,1,\,1,0,00136663
2271,liberally,r,2,1,['\\'],2,1,"['00196874', '00196692']"
2272,licentiously,r,1,1,\,1,0,00388944
2273,licitly,r,1,2,"['!', '\\']",1,0,['00363218']
2274,lickety_cut,r,1,0,[],1,0,['00168322']
2275,lickety_split,r,1,0,[],1,0,['00168322']
2276,lief,r,1,0,[],1,0,['00348110']
2277,lifelessly,r,3,1,['\\'],3,0,"['00389299', '00389183', '00304898']"
2278,light,r,1,0,[],1,0,['00390941']
2279,light-handedly,r,1,1,\,1,0,00391058
2280,light-headedly,r,1,0,[],1,0,['00082923']
2281,light-heartedly,r,1,0,[],1,0,['00391143']
2282,lightly,r,7,2,"['!', '\\']",7,5,"['00509034', '00390941', '00180279', '00176750', '00028923', '00477636', '00180168']"
2283,lightsomely,r,2,1,['\\'],2,0,"['00391308', '00391143']"
2284,like_a_shot,r,1,0,[],1,0,['00048739']
2285,like_an_expert,r,1,0,[],1,0,['00214289']
2286,like_blue_murder,r,1,0,[],1,0,['00086255']
2287,like_clockwork,r,1,1,;,1,0,00168428
2288,like_crazy,r,1,1,;,1,0,00168564
2289,like_hell,r,2,1,[';'],2,1,"['00168564', '00168870']"
2290,like_kings,r,1,0,[],1,0,['00125985']
2291,like_mad,r,1,1,;,1,1,00168564
2292,like_royalty,r,1,0,[],1,0,['00125985']
2293,like_sin,r,1,1,;,1,1,00168564
2294,like_the_devil,r,1,1,;,1,1,00168564
2295,like_thunder,r,1,1,;,1,1,00168564
2296,likely,r,1,0,[],1,1,['00138611']
2297,likewise,r,3,0,[],3,2,"['00138060', '00047534', '00069672']"
2298,limitedly,r,1,1,\,1,0,00130758
2299,limnologically,r,1,1,\,1,0,00391476
2300,limpidly,r,1,1,\,1,0,00389595
2301,limply,r,1,0,[],1,0,['00391575']
2302,lineally,r,1,1,\,1,0,00391671
2303,linearly,r,1,2,"['!', '\\']",1,1,['00129532']
2304,lingeringly,r,1,0,[],1,1,['00391989']
2305,lingually,r,1,1,\,1,1,00130833
2306,linguistically,r,2,1,['\\'],2,1,"['00131151', '00130833']"
2307,lispingly,r,1,0,[],1,0,['00392174']
2308,listlessly,r,1,1,\,1,1,00392246
2309,literally,r,2,3,"['!', '\\', ';']",2,2,"['00340133', '00111269']"
2310,literatim,r,1,0,[],1,0,['00511729']
2311,little,r,1,0,[],1,1,['00100002']
2312,little_by_little,r,2,0,2,0,00422281,00155995
2313,live,r,1,0,[],1,0,['00259019']
2314,lividly,r,1,1,\,1,0,00392361
2315,locally,r,2,1,['\\'],2,1,"['00135314', '00135418']"
2316,loftily,r,1,1,\,1,0,00392432
2317,logarithmically,r,1,1,\,1,0,00392531
2318,logically,r,2,2,"['!', '\\']",2,2,"['00363744', '00363463']"
2319,logogrammatically,r,1,1,\,1,0,00514350
2320,long,r,2,0,2,1,00166025,00166318
2321,long-windedly,r,1,1,\,1,0,00492543
2322,long_ago,r,1,0,[],1,1,['00022401']
2323,long_since,r,1,0,[],1,1,['00022401']
2324,longer,r,1,1,\,1,1,00392690
2325,longest,r,1,1,\,1,0,00392782
2326,longingly,r,1,0,[],1,0,['00389421']
2327,longitudinally,r,3,1,['\\'],3,0,"['00388379', '00388209', '00129675']"
2328,longways,r,1,0,[],1,0,['00388209']
2329,longwise,r,1,0,[],1,0,['00388209']
2330,loose,r,1,0,[],1,1,['00358021']
2331,loosely,r,4,1,['\\'],4,1,"['00179442', '00511481', '00221583', '00153473']"
2332,lopsidedly,r,1,1,\,1,1,00240954
2333,loquaciously,r,1,1,\,1,0,00392875
2334,lots,r,1,0,[],1,0,['00059171']
2335,loud,r,1,0,[],1,1,['00069901']
2336,loudly,r,3,2,"['!', '\\']",3,2,"['00069901', '00412708', '00343799']"
2337,lovingly,r,1,1,\,1,1,00229074
2338,low,r,1,0,[],1,1,['00393149']
2339,loweringly,r,1,1,\,1,1,00508771
2340,lowest,r,1,0,[],1,0,['00393240']
2341,loyally,r,1,2,"['!', '\\']",1,0,['00316103']
2342,lucidly,r,1,1,\,1,0,00389595
2343,luckily,r,1,2,"['!', '\\']",1,1,['00042254']
2344,ludicrously,r,1,1,\,1,0,00387017
2345,lugubriously,r,1,1,\,1,0,00393370
2346,lukewarmly,r,1,1,\,1,0,00389804
2347,luridly,r,1,1,\,1,0,00393538
2348,lusciously,r,1,1,\,1,0,00393688
2349,lustfully,r,1,1,\,1,0,00393903
2350,lustily,r,1,1,\,1,1,00246190
2351,luxuriantly,r,2,1,['\\'],2,0,"['00390147', '00389958']"
2352,luxuriously,r,2,1,['\\'],2,1,"['00508521', '00357251']"
2353,lyrically,r,1,1,\,1,0,00394020
2354,macroscopically,r,1,1,\,1,1,00111138
2355,madly,r,3,2,"['\\', ';']",3,1,"['00503370', '00080890', '00046639']"
2356,magically,r,1,1,\,1,0,00129788
2357,magisterially,r,2,1,['\\'],2,0,"['00311430', '00241383']"
2358,magna_cum_laude,r,1,1,\,1,0,00291368
2359,magnanimously,r,1,1,\,1,0,00394151
2360,magnetically,r,2,1,['\\'],2,1,"['00506096', '00089883']"
2361,magnificently,r,2,1,['\\'],2,1,"['00182316', '00350163']"
2362,magniloquently,r,1,1,\,1,0,00394292
2363,mainly,r,1,0,[],1,1,['00073897']
2364,majestically,r,1,1,\,1,1,00394462
2365,maladroitly,r,1,2,"['!', '\\']",1,0,['00056200']
2366,malapropos,r,1,0,[],1,0,['00376066']
2367,malevolently,r,1,2,"['!', '\\']",1,0,['00394722']
2368,maliciously,r,1,1,\,1,0,00201075
2369,malignantly,r,1,1,\,1,0,00394849
2370,malignly,r,1,1,\,1,0,00394956
2371,man-to-man,r,1,0,[],1,1,['00058749']
2372,manageably,r,1,2,"['!', '\\']",1,0,['00390290']
2373,managerially,r,1,1,\,1,0,00395038
2374,mandatorily,r,1,1,\,1,0,00288655
2375,manfully,r,1,2,"['!', '\\']",1,0,['00390576']
2376,mangily,r,1,1,\,1,0,00395119
2377,maniacally,r,1,1,\,1,0,00395190
2378,manifestly,r,1,2,"['\\', ';']",1,1,['00039318']
2379,manipulatively,r,1,1,\,1,0,00395335
2380,manly,r,1,0,[],1,0,['00390576']
2381,manually,r,1,1,\,1,0,00124702
2382,marginally,r,1,1,\,1,1,00090000
2383,markedly,r,1,1,\,1,1,00161294
2384,martially,r,1,1,\,1,0,00500915
2385,marvellously,r,1,2,"['\\', ';']",1,0,['00183090']
2386,marvelously,r,1,1,;,1,1,00183090
2387,masochistically,r,1,1,\,1,0,00395430
2388,massively,r,1,1,\,1,0,00395574
2389,masterfully,r,1,1,\,1,0,00395744
2390,materialistically,r,1,1,\,1,0,00395916
2391,materially,r,2,1,['\\'],2,1,"['00136870', '00137011']"
2392,maternally,r,1,1,\,1,0,00396055
2393,mathematically,r,1,1,\,1,1,00064829
2394,matrilineally,r,1,1,\,1,0,00391803
2395,maturely,r,1,2,"['!', '\\']",1,0,['00383972']
2396,mawkishly,r,1,1,\,1,0,00396200
2397,maximally,r,1,2,"['!', '\\']",1,0,['00396363']
2398,maybe,r,1,0,[],1,1,['00300247']
2399,mayhap,r,1,0,[],1,0,['00300247']
2400,meagerly,r,1,2,"['!', '\\']",1,0,['00396699']
2401,meagrely,r,1,0,[],1,0,['00396699']
2402,meanderingly,r,1,1,\,1,0,00397197
2403,meaningfully,r,1,1,\,1,0,00397327
2404,meanly,r,4,1,['\\'],4,0,"['00407053', '00397720', '00397610', '00397466']"
2405,meanspiritedly,r,1,1,\,1,0,00397930
2406,meantime,r,1,0,[],1,0,['00064946']
2407,meanwhile,r,2,0,2,2,00065184,00064946
2408,measurably,r,1,2,"['!', '\\']",1,0,['00398204']
2409,measuredly,r,1,1,\,1,0,00507323
2410,mechanically,r,2,1,['\\'],2,2,"['00114029', '00113904']"
2411,mechanistically,r,1,0,[],1,0,['00398339']
2412,medially,r,1,1,\,1,0,00398528
2413,medically,r,1,1,\,1,1,00124792
2414,medicinally,r,1,1,\,1,0,00124933
2415,meditatively,r,1,1,\,1,0,00398644
2416,meekly,r,2,1,['\\'],2,2,"['00110414', '00110286']"
2417,mellow,r,1,1,;,1,0,00398843
2418,mellowingly,r,1,0,[],1,1,['00507609']
2419,mellowly,r,1,2,"['\\', ';']",1,0,['00398843']
2420,melodically,r,1,1,\,1,0,00134613
2421,melodiously,r,1,2,"['!', '\\']",1,0,['00398955']
2422,melodramatically,r,2,1,['\\'],2,0,"['00399389', '00399242']"
2423,memorably,r,1,2,"['!', '\\']",1,0,['00399533']
2424,menacingly,r,1,1,\,1,0,00399802
2425,mendaciously,r,1,1,\,1,0,00399974
2426,menially,r,1,1,\,1,0,00400398
2427,mentally,r,1,1,\,1,1,00228724
2428,mercifully,r,1,1,\,1,0,00192866
2429,mercilessly,r,1,1,\,1,0,00400471
2430,merely,r,1,1,\,1,1,00004722
2431,meretriciously,r,1,1,\,1,0,00400722
2432,meritoriously,r,1,1,\,1,0,00400876
2433,merrily,r,1,1,\,1,1,00050297
2434,messily,r,1,1,\,1,0,00400998
2435,metabolically,r,1,1,\,1,0,00114192
2436,metaphorically,r,1,1,\,1,0,00135073
2437,metaphysically,r,1,1,\,1,0,00134419
2438,meteorologically,r,1,1,\,1,0,00134294
2439,methodically,r,1,1,\,1,1,00173884
2440,methodologically,r,1,1,\,1,0,00401345
2441,meticulously,r,1,1,\,1,1,00194037
2442,metonymically,r,1,1,\,1,0,00134532
2443,metrically,r,1,1,\,1,0,00401465
2444,microscopically,r,2,1,['\\'],2,1,"['00078669', '00078905']"
2445,middling,r,1,0,[],1,0,['00035718']
2446,midmost,r,1,0,[],1,0,['00259303']
2447,midships,r,1,0,[],1,0,['00402030']
2448,midway,r,1,0,[],1,1,['00255415']
2449,midweek,r,1,0,[],1,0,['00402217']
2450,mightily,r,2,1,[';'],2,0,"['00091139', '00032299']"
2451,mighty,r,1,1,;,1,1,00032299
2452,mildly,r,2,1,['\\'],2,2,"['00033562', '00502847']"
2453,militarily,r,1,1,\,1,1,00111016
2454,millionfold,r,1,0,[],1,0,['00344659']
2455,mincingly,r,1,1,\,1,0,00402278
2456,mindfully,r,1,2,"['!', '\\']",1,0,['00153681']
2457,mindlessly,r,2,1,['\\'],2,0,"['00401893', '00401708']"
2458,minimally,r,1,2,"['!', '\\']",1,0,['00396529']
2459,ministerially,r,1,1,\,1,0,00402395
2460,minutely,r,1,1,\,1,0,00402555
2461,miraculously,r,1,1,\,1,1,00402764
2462,mirthfully,r,1,1,\,1,0,00050297
2463,mischievously,r,1,0,[],1,0,['00016678']
2464,miserably,r,1,1,\,1,1,00402938
2465,misleadingly,r,1,1,\,1,0,00082148
2466,mistakenly,r,1,1,\,1,1,00195542
2467,mistily,r,2,1,['\\'],2,0,"['00403052', '00232600']"
2468,mistrustfully,r,1,1,\,1,0,00320408
2469,mockingly,r,2,1,['\\'],2,0,"['00347860', '00301168']"
2470,moderately,r,2,2,"['!', '\\']",2,1,"['00035718', '00215237']"
2471,modestly,r,1,2,"['!', '\\']",1,1,['00239215']
2472,modishly,r,1,1,\,1,0,00006858
2473,moistly,r,1,1,\,1,0,00297741
2474,molto,r,1,1,;,1,0,00403175
2475,momentarily,r,2,0,2,2,00092814,00034403
2476,momently,r,2,0,2,0,00092814,00034403
2477,momentously,r,1,1,\,1,0,00403249
2478,monaurally,r,1,2,"['!', '\\']",1,0,['00208111']
2479,monolingually,r,1,1,\,1,0,00209754
2480,monosyllabically,r,1,1,\,1,0,00143946
2481,monotonously,r,1,1,\,1,0,00403325
2482,monstrously,r,3,1,['\\'],3,0,"['00356765', '00355747', '00351542']"
2483,month_by_month,r,1,0,[],1,1,['00178213']
2484,monthly,r,1,1,\,1,0,00254978
2485,moodily,r,1,1,\,1,0,00403513
2486,moonily,r,1,1,\,1,0,00322757
2487,morally,r,2,1,['!'],2,1,"['00134203', '00364477']"
2488,morbidly,r,1,1,\,1,0,00403667
2489,mordaciously,r,1,1,\,1,0,00099228
2490,more,r,2,1,['!'],2,2,"['00099341', '00099712']"
2491,more_and_more,r,1,0,[],1,1,['00059854']
2492,more_often_than_not,r,1,0,[],1,1,['00155621']
2493,more_or_less,r,2,0,2,1,00007015,00036291
2494,moreover,r,1,0,[],1,1,['00029367']
2495,morosely,r,1,1,\,1,1,00403807
2496,morphologically,r,1,1,\,1,0,00403911
2497,mortally,r,1,0,[],1,1,['00404073']
2498,most,r,3,2,"['!', ';']",3,3,"['00111609', '00112009', '00073033']"
2499,most_especially,r,1,0,[],1,0,['00150671']
2500,most_importantly,r,1,0,[],1,0,['00150671']
2501,mostly,r,2,1,['\\'],2,2,"['00006105', '00155621']"
2502,motherly,r,1,0,[],1,0,['00396055']
2503,motionlessly,r,1,1,\,1,0,00404311
2504,mournfully,r,1,1,\,1,1,00404622
2505,movingly,r,1,1,\,1,1,00036515
2506,much,r,5,0,[],5,5,"['00059086', '00032803', '00059171', '00022829', '00059413']"
2507,much_as,r,1,0,[],1,1,['00188600']
2508,mulishly,r,1,1,\,1,0,00198845
2509,multifariously,r,1,1,\,1,0,00052231
2510,multilaterally,r,1,2,"['!', '\\']",1,0,['00253306']
2511,multiplicatively,r,1,1,\,1,0,00083817
2512,multiply,r,1,2,"['!', '\\']",1,0,['00083666']
2513,mundanely,r,2,1,['\\'],2,0,"['00404879', '00404749']"
2514,municipally,r,1,1,\,1,0,00130227
2515,munificently,r,1,1,\,1,0,00196692
2516,murderously,r,2,1,['\\'],2,0,"['00405016', '00273306']"
2517,murkily,r,2,1,['\\'],2,0,"['00405169', '00211964']"
2518,musically,r,1,2,"['!', '\\']",1,1,['00405269']
2519,musicologically,r,1,1,\,1,0,00134115
2520,musingly,r,1,1,\,1,0,00405519
2521,mutatis_mutandis,r,1,0,[],1,0,['00256817']
2522,mutely,r,1,1,\,1,1,00112090
2523,mutually,r,1,1,\,1,0,00405645
2524,mysteriously,r,1,1,\,1,0,00296836
2525,mystically,r,1,1,\,1,0,00133516
2526,naively,r,1,1,\,1,0,00406157
2527,nakedly,r,2,1,['\\'],2,1,"['00406470', '00406288']"
2528,namely,r,1,0,[],1,1,['00188510']
2529,narrow-mindedly,r,1,2,"['!', '\\']",1,0,['00406638']
2530,narrowly,r,1,2,"['!', '\\']",1,1,['00221429']
2531,nasally,r,1,1,\,1,0,00143367
2532,nastily,r,1,1,\,1,0,00407053
2533,nationally,r,2,1,['\\'],2,2,"['00135667', '00407215']"
2534,nationwide,r,1,0,[],1,0,['00407215']
2535,nattily,r,1,1,\,1,0,00407419
2536,naturally,r,4,2,"['!', '\\']",4,4,"['00038625', '00140403', '00505352', '00488773']"
2537,naughtily,r,1,1,\,1,0,00016678
2538,nay,r,1,0,[],1,1,['00407679']
2539,ne'er,r,1,0,[],1,0,['00020759']
2540,near,r,2,0,2,2,00409709,00073033
2541,nearby,r,1,0,[],1,1,['00071321']
2542,nearer,r,1,1,;,1,1,00407802
2543,nearest,r,1,1,;,1,0,00408021
2544,nearly,r,2,0,2,1,00073033,00160659
2545,neatly,r,1,1,\,1,1,00180057
2546,nebulously,r,1,1,\,1,0,00511825
2547,necessarily,r,3,2,"['!', '\\']",3,3,"['00408205', '00112393', '00408375']"
2548,neck_and_neck,r,1,1,\,1,0,00408632
2549,needfully,r,1,1,\,1,0,00408205
2550,needlessly,r,1,1,\,1,1,00195786
2551,needs,r,1,0,[],1,0,['00112393']
2552,nefariously,r,1,1,\,1,0,00408865
2553,negatively,r,2,1,['\\'],2,0,"['00004288', '00004184']"
2554,neglectfully,r,1,1,\,1,0,00409009
2555,negligently,r,1,1,\,1,0,00409090
2556,nem_con,r,1,0,[],1,0,['00106316']
2557,nemine_contradicente,r,1,0,[],1,0,['00106316']
2558,nervelessly,r,1,1,\,1,0,00295545
2559,nervily,r,1,1,\,1,0,00284319
2560,nervously,r,2,1,['\\'],2,2,"['00409200', '00409459']"
2561,neurobiological,r,1,1,\,1,0,00133853
2562,neurotically,r,1,1,\,1,0,00409327
2563,never,r,2,1,['!'],2,1,"['00020759', '00020997']"
2564,never_again,r,1,0,[],1,1,['00409597']
2565,nevermore,r,1,0,[],1,0,['00409597']
2566,nevertheless,r,1,0,[],1,1,['00027384']
2567,new,r,1,0,[],1,1,['00112601']
2568,newly,r,1,0,[],1,1,['00112601']
2569,next,r,1,0,[],1,1,['00054212']
2570,next_door,r,1,0,[],1,1,['00240082']
2571,nicely,r,1,1,\,1,1,00187028
2572,nigh,r,2,0,2,0,00409709,00073033
2573,nigher,r,1,1,;,1,0,00407802
2574,nighest,r,1,1,;,1,0,00408021
2575,nightly,r,1,0,[],1,0,['00410210']
2576,nimbly,r,1,1,\,1,1,00189615
2577,nine_times,r,1,0,[],1,0,['00410317']
2578,ninefold,r,1,0,[],1,0,['00410317']
2579,nip_and_tuck,r,1,1,\,1,0,00408632
2580,no,r,3,0,[],3,2,"['00050681', '00024587', '00024356']"
2581,no_doubt,r,1,0,[],1,1,['00150134']
2582,no_end,r,1,0,[],1,1,['00169008']
2583,no_longer,r,1,1,!,1,1,00031515
2584,no_matter,r,1,0,[],1,1,['00118531']
2585,no_matter_what_happens,r,1,0,[],1,1,['00156833']
2586,no_more,r,2,0,2,2,00031515,00050681
2587,nobly,r,1,1,\,1,0,00410426
2588,nocturnally,r,1,1,\,1,0,00143457
2589,nohow,r,1,0,[],1,0,['00410520']
2590,noiselessly,r,1,1,\,1,0,00462520
2591,noisily,r,1,2,"['!', '\\']",1,1,['00229255']
2592,nominally,r,1,1,\,1,1,00125012
2593,non,r,1,0,[],1,0,['00024073']
2594,non-verbally,r,1,0,[],1,0,['00128763']
2595,nonchalantly,r,2,1,['\\'],2,0,"['00295545', '00243086']"
2596,noncompetitively,r,1,2,"['!', '\\']",1,0,['00243448']
2597,noncomprehensively,r,1,2,"['!', '\\']",1,0,['00288556']
2598,none,r,1,0,[],1,1,['00024682']
2599,nonetheless,r,1,0,[],1,1,['00027384']
2600,nonlexically,r,1,1,\,1,0,00136761
2601,nonspecifically,r,1,1,\,1,1,00042134
2602,nonstop,r,1,0,[],1,0,['00410620']
2603,nonverbally,r,1,1,\,1,0,00128763
2604,nonviolently,r,1,2,"['!', '\\']",1,0,['00223979']
2605,nor'-east,r,1,0,[],1,0,['00411661']
2606,nor'-nor'-east,r,1,0,[],1,0,['00411849']
2607,nor'-nor'-west,r,1,0,[],1,0,['00411947']
2608,nor'-west,r,1,0,[],1,0,['00411755']
2609,normally,r,1,0,[],1,1,['00106921']
2610,north,r,1,0,[],1,1,['00244043']
2611,north-east,r,1,0,[],1,0,['00411661']
2612,north-northeast,r,1,0,[],1,0,['00411849']
2613,north-northwest,r,1,0,[],1,0,['00411947']
2614,north-west,r,1,0,[],1,0,['00411755']
2615,northeast,r,1,0,[],1,0,['00411661']
2616,northeastward,r,1,1,\,1,0,00511917
2617,northeastwardly,r,1,1,\,1,0,00511917
2618,northerly,r,1,1,\,1,0,00244043
2619,northward,r,1,0,[],1,1,['00244043']
2620,northwards,r,1,0,[],1,0,['00244043']
2621,northwest,r,1,0,[],1,1,['00411755']
2622,northwestward,r,1,1,\,1,0,00512086
2623,northwestwardly,r,1,1,\,1,0,00512086
2624,nostalgically,r,1,0,[],1,0,['00410720']
2625,not,r,1,0,[],1,1,['00024073']
2626,not_by_a_blame_sight,r,1,1,;,1,1,00057042
2627,not_by_a_long_sight,r,1,1,;,1,0,00057042
2628,not_to_mention,r,1,0,[],1,1,['00063369']
2629,notably,r,1,0,[],1,1,['00139266']
2630,nothing,r,1,0,[],1,0,['00024257']
2631,noticeably,r,1,1,\,1,1,00365668
2632,notoriously,r,1,0,[],1,1,['00410881']
2633,notwithstanding,r,1,0,[],1,1,['00027384']
2634,now,r,7,0,[],7,5,"['00049433', '00048475', '00049102', '00049220', '00048739', '00049758', '00049685']"
2635,now_and_again,r,1,0,[],1,1,['00021212']
2636,now_and_then,r,1,0,[],1,1,['00021212']
2637,now_now,r,1,0,[],1,0,['00049889']
2638,nowadays,r,1,0,[],1,0,['00048475']
2639,nowhere,r,1,0,[],1,1,['00025464']
2640,nowise,r,1,0,[],1,1,['00411570']
2641,noxiously,r,1,1,\,1,0,00309875
2642,numbly,r,1,1,\,1,0,00411427
2643,numerically,r,1,1,\,1,0,00411171
2644,nutritionally,r,1,1,\,1,0,00411045
2645,nuttily,r,1,1,\,1,0,00303930
2646,o'clock,r,1,0,[],1,1,['00197182']
2647,o'er,r,1,0,[],1,0,['00226458']
2648,o.k.,r,1,1,;,1,0,00015471
2649,obdurately,r,1,1,\,1,0,00198845
2650,obediently,r,1,2,"['!', '\\']",1,1,['00317020']
2651,objectionably,r,1,1,\,1,0,00306909
2652,objectively,r,1,2,"['!', '\\']",1,0,['00412045']
2653,obligatorily,r,2,2,"['!', '\\']",2,0,"['00414750', '00288655']"
2654,obligingly,r,1,1,\,1,1,00231620
2655,obliquely,r,2,1,['\\'],2,0,"['00453580', '00274710']"
2656,obnoxiously,r,1,1,\,1,0,00306909
2657,obscenely,r,2,1,['\\'],2,0,"['00412321', '00388747']"
2658,obscurely,r,1,1,\,1,1,00247084
2659,obsequiously,r,1,1,\,1,0,00412409
2660,observably,r,1,1,\,1,0,00365668
2661,observantly,r,1,1,\,1,0,00412596
2662,observingly,r,1,1,\,1,0,00412596
2663,obsessionally,r,1,1,\,1,0,00243608
2664,obsessively,r,1,1,\,1,0,00243608
2665,obstinately,r,1,1,\,1,1,00198845
2666,obstreperously,r,1,1,\,1,0,00412708
2667,obstructively,r,1,1,\,1,0,00413387
2668,obtrusively,r,1,2,"['!', '\\']",1,0,['00412889']
2669,obtusely,r,1,1,\,1,0,00323315
2670,obviously,r,1,2,"['\\', ';']",1,1,['00039318']
2671,occasionally,r,1,1,\,1,1,00021212
2672,oddly,r,2,1,['\\'],2,1,"['00035491', '00437381']"
2673,odiously,r,1,1,\,1,0,00309632
2674,of_a_sudden,r,1,0,[],1,1,['00061677']
2675,of_all_time,r,1,0,[],1,1,['00146387']
2676,of_course,r,1,0,[],1,1,['00038625']
2677,of_each_person,r,1,0,[],1,0,['00501291']
2678,of_late,r,1,0,[],1,1,['00107416']
2679,of_necessity,r,1,0,[],1,1,['00112393']
2680,off,r,3,1,[';'],3,3,"['00232936', '00235254', '00193194']"
2681,off-hand,r,1,0,[],1,0,['00259467']
2682,off-the-clock,r,1,0,[],1,0,['00259878']
2683,off_and_on,r,1,0,[],1,1,['00169094']
2684,off_the_cuff,r,1,0,[],1,0,['00169195']
2685,off_the_record,r,1,0,[],1,0,['00169443']
2686,offensively,r,3,2,"['!', '\\']",3,0,"['00307333', '00306909', '00306682']"
2687,offhand,r,2,0,2,0,00263657,00263427
2688,offhanded,r,2,0,2,0,00263657,00263427
2689,offhandedly,r,2,1,['\\'],2,0,"['00263657', '00263427']"
2690,officially,r,2,2,"['!', '\\']",2,2,"['00114310', '00186491']"
2691,officiously,r,1,1,\,1,0,00413222
2692,offshore,r,1,1,!,1,1,00140049
2693,offside,r,1,0,[],1,0,['00413573']
2694,offstage,r,2,1,['!'],2,0,"['00259653', '00259573']"
2695,oft,r,1,0,[],1,0,['00035058']
2696,often,r,3,1,['!'],3,2,"['00035058', '00059413', '00059547']"
2697,oftener,r,1,0,[],1,0,['00035255']
2698,oftentimes,r,1,0,[],1,1,['00035058']
2699,ofttimes,r,1,0,[],1,0,['00035058']
2700,ok,r,1,0,[],1,1,['00053004']
2701,okay,r,1,1,;,1,0,00015471
2702,ominously,r,1,1,\,1,1,00237423
2703,on,r,3,0,[],3,3,"['00068368', '00069346', '00069472']"
2704,on_a_higher_floor,r,1,0,[],1,0,['00094545']
2705,on_a_lower_floor,r,1,0,[],1,0,['00094396']
2706,on_a_regular_basis,r,1,0,[],1,0,['00195024']
2707,on_air,r,1,0,[],1,0,['00280886']
2708,on_all_fours,r,1,0,[],1,1,['00169546']
2709,on_an_individual_basis,r,1,0,[],1,0,['00207668']
2710,on_an_irregular_basis,r,1,0,[],1,0,['00195185']
2711,on_and_off,r,1,0,[],1,0,['00169094']
2712,on_approval,r,1,0,[],1,0,['00169769']
2713,on_average,r,1,0,[],1,0,['00169659']
2714,on_base,r,1,1,;,1,0,00249736
2715,on_board,r,1,0,[],1,0,['00249878']
2716,on_camera,r,1,0,[],1,0,['00514475']
2717,on_earth,r,1,0,[],1,0,['00508255']
2718,on_faith,r,1,0,[],1,0,['00169881']
2719,on_it,r,1,0,[],1,1,['00468127']
2720,on_occasion,r,1,0,[],1,1,['00021212']
2721,on_one_hand,r,1,0,[],1,0,['00119798']
2722,on_paper,r,1,0,[],1,1,['00246672']
2723,on_purpose,r,1,0,[],1,0,['00062330']
2724,on_request,r,1,0,[],1,1,['00159771']
2725,on_that,r,1,0,[],1,0,['00468127']
2726,on_that_point,r,1,0,[],1,0,['00109461']
2727,on_the_average,r,1,0,[],1,1,['00169659']
2728,on_the_button,r,1,0,[],1,0,['00368663']
2729,on_the_coattails,r,1,0,[],1,0,['00119357']
2730,on_the_contrary,r,1,0,[],1,1,['00170412']
2731,on_the_dot,r,1,0,[],1,0,['00368663']
2732,on_the_face_of_it,r,1,0,[],1,1,['00039941']
2733,on_the_fly,r,1,0,[],1,0,['00170614']
2734,on_the_nose,r,1,0,[],1,0,['00368663']
2735,on_the_one_hand,r,1,1,!,1,1,00119798
2736,on_the_other_hand,r,1,1,!,1,1,00119578
2737,on_the_q.t.,r,1,0,[],1,0,['00166608']
2738,on_the_qt,r,1,0,[],1,0,['00166608']
2739,on_the_side,r,1,0,[],1,1,['00244201']
2740,on_the_sly,r,1,0,[],1,0,['00106170']
2741,on_the_spot,r,3,0,[],3,1,"['00170715', '00171027', '00170867']"
2742,on_the_spur_of_the_moment,r,1,0,[],1,0,['00171135']
2743,on_the_way,r,1,0,[],1,1,['00171322']
2744,on_the_whole,r,1,0,[],1,1,['00151755']
2745,on_the_wing,r,1,0,[],1,1,['00505010']
2746,on_time,r,1,0,[],1,0,['00171457']
2747,once,r,3,0,[],3,3,"['00118869', '00181342', '00118965']"
2748,once_again,r,1,0,[],1,1,['00040365']
2749,once_and_for_all,r,1,0,[],1,1,['00092985']
2750,once_in_a_while,r,1,0,[],1,1,['00021212']
2751,once_more,r,1,0,[],1,1,['00040365']
2752,one-on-one,r,1,0,[],1,0,['00044579']
2753,one-sidedly,r,1,0,[],1,0,['00253117']
2754,one_after_another,r,1,0,[],1,1,['00505853']
